"","coef"
"Intercept",-2.3
"log age",0.11
"log size",-0.02
"log devs",0.29
"log commits",0.95
"C",0.05
"C++",-0.24
"Clojure",-0.27
"Coffeescript",0.23
"Erlang",0.02
"Go",0.2
"Haskell",-0.28
"Java",0.22
"Javascript",0.12
"Objective-C",0.04
"Perl",0.07
"Php",0.18
"Python",0.04
"Ruby",-0.3
"Scala",-0.09
"Typescript",0.01
