"","coef","pVal"
"Intercept",-2.47,0
"log age",0.1,0
"log size",-0.02,0.14
"log devs",0.1,0
"log commits",1.04,0
"C",-0.02,0.856
"C#",-0.12,0.214
"C++",0.16,0.074
"Clojure",-0.3,0.001
"Coffeescript",0.04,0.677
"Erlang",0.19,0.039
"Go",0.24,0.01
"Haskell",-0.16,0.098
"Java",0.1,0.268
"Javascript",-0.03,0.743
"Objective-C",0.08,0.39
"Perl",-0.08,0.414
"Php",0.09,0.357
"Python",0.08,0.376
"Ruby",-0.3,0.003
"Scala",-0.16,0.091
"Typescript",0.19,0.034
