"","coef"
"Intercept",-2.82
"log age",0.18
"log size",-0.03
"log devs",0.19
"log commits",1.04
"C",0.16
"C++",0.11
"Clojure",-0.31
"Coffeescript",-0.05
"Erlang",0.08
"Go",0.15
"Haskell",-0.23
"Java",-0.07
"Javascript",0.09
"Objective-C",-0.1
"Perl",0.06
"Php",0.21
"Python",0.22
"Ruby",-0.05
"Scala",-0.15
"Typescript",-0.14
