"","coef"
"Intercept",-2.72
"log age",0.17
"log size",-0.03
"log devs",0.19
"log commits",1.05
"C",-0.03
"C++",0.1
"Clojure",-0.14
"Coffeescript",0.04
"Erlang",0.23
"Go",0.09
"Haskell",-0.2
"Java",0.1
"Javascript",-0.22
"Objective-C",-0.12
"Perl",0.12
"Php",0.04
"Python",0.11
"Ruby",-0.03
"Scala",-0.25
"Typescript",0.14
