"","coef","pVal"
"Intercept",-2.4,0
"log age",0.09,0
"log size",-0.01,0.378
"log devs",0.1,0.004
"log commits",1.01,0
"C",0.16,0.121
"C#",-0.17,0.13
"C++",0.05,0.634
"Clojure",-0.39,0
"Coffeescript",0.21,0.039
"Erlang",0.1,0.347
"Go",0.1,0.319
"Haskell",-0.27,0.014
"Java",-0.24,0.027
"Javascript",0.24,0.022
"Objective-C",0.14,0.19
"Perl",0.04,0.674
"Php",0.01,0.947
"Python",0.14,0.172
"Ruby",-0.18,0.102
"Scala",-0.17,0.117
"Typescript",0.22,0.038
