"","coef","pVal"
"Intercept",-2.44,0
"log age",0.08,0
"log size",0,0.784
"log devs",0.18,0
"log commits",0.98,0
"C",0.17,0.076
"C#",-0.13,0.209
"C++",0.31,0.001
"Clojure",-0.11,0.313
"Coffeescript",0.2,0.042
"Erlang",0.16,0.093
"Go",0.03,0.782
"Haskell",-0.27,0.011
"Java",0.05,0.635
"Javascript",-0.15,0.151
"Objective-C",0.01,0.923
"Perl",-0.06,0.542
"Php",0.04,0.682
"Python",0.07,0.464
"Ruby",-0.17,0.108
"Scala",-0.22,0.034
"Typescript",0.05,0.609
