"","coef"
"Intercept",-2.76
"log age",0.17
"log size",-0.02
"log devs",0.2
"log commits",1.02
"C",0.23
"C++",0.06
"Clojure",-0.19
"Coffeescript",0.21
"Erlang",0
"Go",0.23
"Haskell",-0.01
"Java",-0.18
"Javascript",-0.04
"Objective-C",-0.12
"Perl",-0.01
"Php",0.05
"Python",-0.21
"Ruby",-0.07
"Scala",-0.2
"Typescript",0.27
