"","coef","pVal"
"Intercept",-2.82,0
"log age",0.09,0
"log size",0,0.845
"log devs",0.07,0.046
"log commits",1.09,0
"C",0.1,0.308
"C#",-0.07,0.541
"C++",0.13,0.21
"Clojure",-0.27,0.017
"Coffeescript",0.22,0.038
"Erlang",0.32,0.002
"Go",0.02,0.869
"Haskell",-0.36,0.001
"Java",-0.13,0.228
"Javascript",-0.06,0.609
"Objective-C",0.01,0.942
"Perl",-0.06,0.584
"Php",0.17,0.104
"Python",0.05,0.632
"Ruby",-0.07,0.506
"Scala",-0.23,0.03
"Typescript",0.22,0.056
