"","coef"
"Intercept",-2.4
"log age",0.12
"log size",-0.04
"log devs",0.22
"log commits",1.05
"C",0.06
"C++",-0.07
"Clojure",-0.17
"Coffeescript",0.02
"Erlang",0.01
"Go",0.15
"Haskell",-0.14
"Java",-0.17
"Javascript",0.02
"Objective-C",0.16
"Perl",-0.07
"Php",0.43
"Python",-0.03
"Ruby",-0.11
"Scala",-0.15
"Typescript",0.07
