"","coef"
"Intercept",-2.54
"log age",0.14
"log size",-0.03
"log devs",0.21
"log commits",1.04
"C",0
"C++",0
"Clojure",0
"Coffeescript",-0.06
"Erlang",0.04
"Go",0.07
"Haskell",-0.23
"Java",0.02
"Javascript",-0.17
"Objective-C",0.03
"Perl",-0.07
"Php",0.41
"Python",0.12
"Ruby",-0.18
"Scala",-0.02
"Typescript",0.04
