"","coef","pVal"
"Intercept",-2.68,0
"log age",0.11,0
"log size",-0.01,0.486
"log devs",0.07,0.034
"log commits",1.06,0
"C",-0.11,0.28
"C#",-0.18,0.103
"C++",0.05,0.63
"Clojure",-0.19,0.064
"Coffeescript",0.19,0.056
"Erlang",0.04,0.727
"Go",0.34,0.001
"Haskell",-0.16,0.122
"Java",-0.22,0.036
"Javascript",0.13,0.183
"Objective-C",-0.04,0.686
"Perl",0,0.987
"Php",0.14,0.147
"Python",0.03,0.788
"Ruby",0.09,0.358
"Scala",-0.12,0.214
"Typescript",0.01,0.957
