"","coef","pVal"
"Intercept",-2.83,0
"log age",0.11,0
"log size",-0.02,0.094
"log devs",0.09,0.005
"log commits",1.1,0
"C",0.1,0.308
"C#",0.03,0.749
"C++",-0.04,0.709
"Clojure",-0.1,0.349
"Coffeescript",0.13,0.191
"Erlang",0.2,0.049
"Go",0.03,0.745
"Haskell",-0.13,0.203
"Java",-0.35,0.001
"Javascript",0.14,0.187
"Objective-C",0.14,0.181
"Perl",0.02,0.826
"Php",-0.12,0.26
"Python",0.09,0.376
"Ruby",-0.25,0.021
"Scala",-0.22,0.031
"Typescript",0.32,0.002
