"","coef","pVal"
"Intercept",-2.16,0
"log age",0.08,0
"log size",-0.04,0.002
"log devs",0.15,0
"log commits",1.03,0
"C",0.29,0.001
"C#",0.07,0.497
"C++",0.22,0.021
"Clojure",-0.31,0.002
"Coffeescript",0.06,0.559
"Erlang",0.01,0.952
"Go",0.06,0.512
"Haskell",-0.29,0.004
"Java",-0.09,0.33
"Javascript",0.18,0.054
"Objective-C",-0.29,0.003
"Perl",0.02,0.821
"Php",0.12,0.189
"Python",0.09,0.373
"Ruby",-0.07,0.458
"Scala",-0.19,0.052
"Typescript",0.13,0.162
