"","coef","pVal"
"Intercept",-2.34,0
"log age",0.1,0
"log size",-0.02,0.103
"log devs",0.14,0
"log commits",1.01,0
"C",0.06,0.522
"C#",-0.12,0.242
"C++",0.16,0.107
"Clojure",-0.22,0.038
"Coffeescript",0.21,0.03
"Erlang",0.12,0.252
"Go",0.17,0.088
"Haskell",-0.35,0.001
"Java",-0.03,0.761
"Javascript",0.01,0.93
"Objective-C",-0.2,0.053
"Perl",0.02,0.811
"Php",0.24,0.013
"Python",-0.01,0.897
"Ruby",0.08,0.434
"Scala",-0.24,0.023
"Typescript",0.1,0.337
