"","coef","pVal"
"Intercept",-2.29,0
"log age",0.06,0.001
"log size",-0.04,0.006
"log devs",0.12,0
"log commits",1.09,0
"C",0.16,0.101
"C#",-0.12,0.241
"C++",0,0.991
"Clojure",-0.26,0.012
"Coffeescript",0.03,0.757
"Erlang",0.09,0.366
"Go",0.23,0.024
"Haskell",-0.31,0.004
"Java",-0.12,0.241
"Javascript",-0.02,0.835
"Objective-C",-0.1,0.328
"Perl",0.13,0.198
"Php",0.05,0.592
"Python",0.17,0.097
"Ruby",-0.01,0.931
"Scala",-0.26,0.015
"Typescript",0.34,0.001
