"","coef"
"Intercept",-2.43
"log age",0.14
"log size",-0.04
"log devs",0.22
"log commits",1.02
"C",0.17
"C++",0.07
"Clojure",-0.15
"Coffeescript",0.17
"Erlang",0.01
"Go",0.22
"Haskell",-0.18
"Java",-0.15
"Javascript",0.08
"Objective-C",0
"Perl",-0.01
"Php",0.1
"Python",-0.05
"Ruby",-0.14
"Scala",-0.12
"Typescript",-0.02
