"","coef"
"Intercept",-2.38
"log age",0.11
"log size",-0.04
"log devs",0.23
"log commits",1.04
"C",0.17
"C++",0.06
"Clojure",-0.11
"Coffeescript",0.03
"Erlang",0.17
"Go",0
"Haskell",-0.14
"Java",-0.17
"Javascript",-0.01
"Objective-C",0.24
"Perl",-0.01
"Php",0.11
"Python",-0.14
"Ruby",-0.23
"Scala",-0.2
"Typescript",0.24
