"","coef","pVal"
"Intercept",-2.59,0
"log age",0.11,0
"log size",-0.02,0.077
"log devs",0.09,0.004
"log commits",1.07,0
"C",0.11,0.281
"C#",-0.08,0.427
"C++",0.03,0.727
"Clojure",-0.2,0.053
"Coffeescript",0.1,0.33
"Erlang",0.04,0.653
"Go",0.14,0.175
"Haskell",-0.26,0.015
"Java",-0.16,0.113
"Javascript",-0.01,0.905
"Objective-C",0.24,0.017
"Perl",0.01,0.935
"Php",0.19,0.062
"Python",-0.03,0.774
"Ruby",-0.07,0.487
"Scala",-0.22,0.035
"Typescript",0.19,0.071
