"","coef","pVal"
"Intercept",-2.58,0
"log age",0.06,0
"log size",-0.03,0.025
"log devs",0.09,0.003
"log commits",1.14,0
"C",0.18,0.071
"C#",-0.03,0.742
"C++",0.09,0.365
"Clojure",-0.37,0.001
"Coffeescript",0.13,0.205
"Erlang",0.06,0.528
"Go",0.27,0.005
"Haskell",-0.13,0.198
"Java",-0.06,0.544
"Javascript",0.15,0.145
"Objective-C",0.01,0.929
"Perl",0,0.982
"Php",0,0.97
"Python",-0.1,0.344
"Ruby",-0.16,0.131
"Scala",-0.24,0.018
"Typescript",0.21,0.051
