"","coef"
"Intercept",-2.63
"log age",0.17
"log size",-0.03
"log devs",0.29
"log commits",0.96
"C",0.09
"C++",0.14
"Clojure",-0.11
"Coffeescript",-0.06
"Erlang",0.07
"Go",0.18
"Haskell",-0.03
"Java",0.09
"Javascript",-0.06
"Objective-C",0.09
"Perl",-0.05
"Php",-0.04
"Python",-0.02
"Ruby",-0.25
"Scala",-0.11
"Typescript",0.07
