"","coef"
"Intercept",-2.75
"log age",0.15
"log size",-0.03
"log devs",0.2
"log commits",1.05
"C",0.04
"C++",0.14
"Clojure",-0.12
"Coffeescript",-0.02
"Erlang",-0.03
"Go",0.19
"Haskell",-0.14
"Java",-0.02
"Javascript",-0.12
"Objective-C",0.12
"Perl",-0.2
"Php",0.25
"Python",0.08
"Ruby",-0.12
"Scala",0.05
"Typescript",-0.1
