"","coef","pVal"
"Intercept",-2.7,0
"log age",0.07,0
"log size",0.01,0.515
"log devs",0.14,0
"log commits",1.05,0
"C",0.07,0.516
"C#",-0.23,0.035
"C++",0.12,0.236
"Clojure",-0.13,0.249
"Coffeescript",0.05,0.615
"Erlang",0.15,0.138
"Go",0.1,0.336
"Haskell",-0.11,0.286
"Java",-0.17,0.103
"Javascript",-0.17,0.111
"Objective-C",-0.11,0.312
"Perl",0.14,0.166
"Php",0.06,0.571
"Python",0.07,0.476
"Ruby",-0.09,0.416
"Scala",-0.11,0.317
"Typescript",0.35,0.002
