"","coef"
"Intercept",-2.65
"log age",0.17
"log size",-0.04
"log devs",0.23
"log commits",1.02
"C",0.17
"C++",0.11
"Clojure",-0.06
"Coffeescript",0.09
"Erlang",0.08
"Go",0.21
"Haskell",-0.13
"Java",0.1
"Javascript",-0.07
"Objective-C",0.26
"Perl",-0.32
"Php",-0.19
"Python",-0.16
"Ruby",0.05
"Scala",-0.21
"Typescript",0.06
