"","coef"
"Intercept",-2.32
"log age",0.11
"log size",-0.06
"log devs",0.12
"log commits",1.13
"C",0.32
"C++",-0.05
"Clojure",-0.14
"Coffeescript",-0.05
"Erlang",0.06
"Go",0.31
"Haskell",-0.38
"Java",-0.17
"Javascript",-0.22
"Objective-C",-0.07
"Perl",0.07
"Php",0.2
"Python",0.07
"Ruby",0.2
"Scala",-0.18
"Typescript",0.03
