"","coef","pVal"
"Intercept",-2.61,0
"log age",0.11,0
"log size",-0.02,0.063
"log devs",0.1,0.001
"log commits",1.07,0
"C",0.2,0.04
"C#",0.03,0.764
"C++",0.13,0.165
"Clojure",-0.23,0.024
"Coffeescript",0.21,0.039
"Erlang",-0.05,0.62
"Go",0.18,0.072
"Haskell",-0.34,0.001
"Java",-0.01,0.957
"Javascript",-0.1,0.302
"Objective-C",0.11,0.304
"Perl",0.07,0.496
"Php",0.03,0.795
"Python",-0.12,0.222
"Ruby",-0.21,0.048
"Scala",-0.14,0.139
"Typescript",0.26,0.01
