"","coef","pVal"
"Intercept",-2.71,0
"log age",0.12,0
"log size",-0.01,0.694
"log devs",0.07,0.043
"log commits",1.05,0
"C",0.12,0.247
"C#",-0.09,0.431
"C++",0.13,0.205
"Clojure",-0.13,0.217
"Coffeescript",0.08,0.457
"Erlang",0.1,0.349
"Go",0.17,0.096
"Haskell",-0.22,0.045
"Java",-0.13,0.233
"Javascript",0.07,0.513
"Objective-C",-0.01,0.91
"Perl",-0.01,0.937
"Php",-0.06,0.537
"Python",0,0.988
"Ruby",0.04,0.745
"Scala",-0.21,0.044
"Typescript",0.16,0.151
