"","coef","pVal"
"Intercept",-2.3,0
"log age",0.07,0
"log size",-0.03,0.028
"log devs",0.15,0
"log commits",1.05,0
"C",0.18,0.07
"C#",0.05,0.638
"C++",0,0.984
"Clojure",-0.08,0.424
"Coffeescript",0.11,0.305
"Erlang",0.06,0.555
"Go",0.17,0.097
"Haskell",-0.31,0.004
"Java",-0.23,0.028
"Javascript",0.02,0.853
"Objective-C",-0.05,0.664
"Perl",0.07,0.493
"Php",0.01,0.906
"Python",0.01,0.905
"Ruby",-0.1,0.342
"Scala",-0.02,0.883
"Typescript",0.11,0.331
