"","coef"
"Intercept",-2.6
"log age",0.17
"log size",-0.05
"log devs",0.17
"log commits",1.06
"C",-0.11
"C++",-0.01
"Clojure",-0.3
"Coffeescript",0.02
"Erlang",0.08
"Go",0.12
"Haskell",-0.2
"Java",-0.01
"Javascript",-0.09
"Objective-C",0.12
"Perl",0.05
"Php",0.13
"Python",0.07
"Ruby",0.11
"Scala",-0.07
"Typescript",0.09
