"","coef","pVal"
"Intercept",-2.59,0
"log age",0.09,0
"log size",0.01,0.458
"log devs",0.09,0.007
"log commits",1.02,0
"C",0.02,0.859
"C#",0.04,0.672
"C++",0.08,0.446
"Clojure",-0.13,0.224
"Coffeescript",0.26,0.015
"Erlang",0.05,0.602
"Go",0.08,0.478
"Haskell",-0.21,0.053
"Java",-0.16,0.131
"Javascript",-0.11,0.33
"Objective-C",-0.04,0.697
"Perl",0.07,0.488
"Php",0.1,0.326
"Python",0.06,0.578
"Ruby",0.05,0.654
"Scala",-0.22,0.051
"Typescript",0.06,0.608
