"","coef","pVal"
"Intercept",-2.51,0
"log age",0.1,0
"log size",-0.03,0.05
"log devs",0.12,0
"log commits",1.06,0
"C",0.31,0.002
"C#",0.19,0.078
"C++",0.16,0.126
"Clojure",-0.41,0
"Coffeescript",0.13,0.227
"Erlang",-0.06,0.59
"Go",0.3,0.003
"Haskell",-0.18,0.093
"Java",-0.15,0.154
"Javascript",0.01,0.949
"Objective-C",-0.06,0.589
"Perl",-0.06,0.602
"Php",0.14,0.164
"Python",-0.05,0.651
"Ruby",-0.03,0.785
"Scala",-0.26,0.018
"Typescript",0.02,0.879
