"","coef","pVal"
"Intercept",-2.42,0
"log age",0.1,0
"log size",-0.01,0.596
"log devs",0.12,0
"log commits",0.99,0
"C",0.03,0.749
"C#",0.03,0.771
"C++",0.17,0.101
"Clojure",-0.31,0.005
"Coffeescript",0.07,0.473
"Erlang",0.17,0.097
"Go",0.02,0.828
"Haskell",-0.26,0.016
"Java",0.03,0.782
"Javascript",0.14,0.176
"Objective-C",0.11,0.267
"Perl",-0.1,0.325
"Php",0.11,0.267
"Python",0.08,0.397
"Ruby",-0.22,0.036
"Scala",-0.29,0.007
"Typescript",0.21,0.048
