"","coef"
"Intercept",-2.63
"log age",0.14
"log size",-0.04
"log devs",0.17
"log commits",1.09
"C",0.4
"C++",0.11
"Clojure",-0.14
"Coffeescript",0.11
"Erlang",-0.08
"Go",-0.02
"Haskell",-0.3
"Java",-0.11
"Javascript",-0.31
"Objective-C",-0.09
"Perl",-0.07
"Php",0.34
"Python",-0.01
"Ruby",0.11
"Scala",-0.06
"Typescript",0.15
