"","coef","pVal"
"Intercept",-2.59,0
"log age",0.13,0
"log size",-0.03,0.018
"log devs",0.16,0
"log commits",1.03,0
"C",0.13,0.166
"C#",0.03,0.801
"C++",0.13,0.159
"Clojure",-0.3,0.003
"Coffeescript",0.07,0.444
"Erlang",0.01,0.892
"Go",0.17,0.076
"Haskell",-0.19,0.054
"Java",-0.01,0.918
"Javascript",0.17,0.09
"Objective-C",0.03,0.747
"Perl",0.02,0.853
"Php",-0.06,0.519
"Python",0.01,0.879
"Ruby",-0.18,0.093
"Scala",-0.08,0.404
"Typescript",0.05,0.619
