"","coef"
"Intercept",-2.84
"log age",0.18
"log size",-0.02
"log devs",0.2
"log commits",1
"C",0.2
"C++",0.05
"Clojure",-0.1
"Coffeescript",0.01
"Erlang",0.06
"Go",0.22
"Haskell",-0.11
"Java",0
"Javascript",-0.1
"Objective-C",-0.03
"Perl",-0.27
"Php",0.2
"Python",-0.1
"Ruby",-0.07
"Scala",-0.05
"Typescript",0.1
