"","coef","pVal"
"Intercept",-2.5,0
"log age",0.09,0
"log size",-0.02,0.204
"log devs",0.09,0.005
"log commits",1.06,0
"C",0.15,0.138
"C#",0.07,0.522
"C++",-0.04,0.721
"Clojure",-0.41,0
"Coffeescript",0.13,0.207
"Erlang",0.06,0.556
"Go",0.19,0.051
"Haskell",-0.37,0
"Java",-0.18,0.079
"Javascript",-0.04,0.699
"Objective-C",0.11,0.276
"Perl",-0.04,0.686
"Php",0.07,0.507
"Python",0.04,0.708
"Ruby",-0.04,0.711
"Scala",0.06,0.561
"Typescript",0.25,0.016
