"","coef"
"Intercept",-2.49
"log age",0.16
"log size",-0.05
"log devs",0.22
"log commits",1.02
"C",0.42
"C++",0.16
"Clojure",-0.13
"Coffeescript",0
"Erlang",-0.04
"Go",0.36
"Haskell",-0.32
"Java",-0.13
"Javascript",-0.05
"Objective-C",-0.01
"Perl",0.1
"Php",0.04
"Python",-0.08
"Ruby",-0.3
"Scala",-0.03
"Typescript",-0.01
