"","coef","pVal"
"Intercept",-2.39,0
"log age",0.06,0
"log size",-0.01,0.306
"log devs",0.12,0
"log commits",1.05,0
"C",0.32,0.002
"C#",0.13,0.214
"C++",0.07,0.479
"Clojure",-0.26,0.018
"Coffeescript",0.05,0.62
"Erlang",0.17,0.1
"Go",0.13,0.224
"Haskell",-0.25,0.02
"Java",-0.16,0.121
"Javascript",0.04,0.715
"Objective-C",-0.04,0.676
"Perl",0.14,0.154
"Php",0.01,0.915
"Python",-0.11,0.29
"Ruby",-0.34,0.002
"Scala",-0.06,0.574
"Typescript",0.16,0.121
