"","coef","pVal"
"Intercept",-2.69,0
"log age",0.13,0
"log size",-0.04,0.013
"log devs",0.06,0.04
"log commits",1.09,0
"C",0.19,0.061
"C#",0,0.987
"C++",0.16,0.106
"Clojure",-0.24,0.023
"Coffeescript",0.03,0.757
"Erlang",-0.1,0.345
"Go",0.24,0.019
"Haskell",-0.41,0
"Java",0.04,0.725
"Javascript",-0.1,0.374
"Objective-C",-0.12,0.274
"Perl",0.1,0.353
"Php",0.15,0.15
"Python",0.04,0.724
"Ruby",-0.12,0.274
"Scala",-0.14,0.164
"Typescript",0.29,0.006
