"","coef","pVal"
"Intercept",-2.37,0
"log age",0.08,0
"log size",-0.04,0.009
"log devs",0.14,0
"log commits",1.07,0
"C",0.06,0.589
"C#",-0.08,0.465
"C++",0.1,0.328
"Clojure",-0.17,0.126
"Coffeescript",0.01,0.908
"Erlang",0.26,0.014
"Go",0.09,0.416
"Haskell",-0.24,0.033
"Java",-0.16,0.143
"Javascript",-0.06,0.588
"Objective-C",0.1,0.381
"Perl",0.26,0.013
"Php",-0.19,0.093
"Python",0.14,0.184
"Ruby",-0.11,0.306
"Scala",-0.07,0.542
"Typescript",0.07,0.538
