"","coef"
"Intercept",-2.45
"log age",0.11
"log size",-0.01
"log devs",0.22
"log commits",1.01
"C",0.11
"C++",0.01
"Clojure",-0.21
"Coffeescript",-0.26
"Erlang",0.08
"Go",0.24
"Haskell",-0.06
"Java",-0.05
"Javascript",0.12
"Objective-C",0.13
"Perl",-0.02
"Php",-0.01
"Python",0.05
"Ruby",-0.04
"Scala",-0.18
"Typescript",0.08
