"","coef","pVal"
"Intercept",-2.81,0
"log age",0.13,0
"log size",-0.02,0.194
"log devs",0.07,0.021
"log commits",1.07,0
"C",0.06,0.511
"C#",0.09,0.401
"C++",0.02,0.864
"Clojure",-0.1,0.324
"Coffeescript",0.12,0.23
"Erlang",0.19,0.053
"Go",0.32,0.001
"Haskell",-0.23,0.03
"Java",-0.09,0.348
"Javascript",-0.09,0.371
"Objective-C",-0.05,0.644
"Perl",-0.07,0.489
"Php",0.05,0.627
"Python",-0.11,0.272
"Ruby",-0.21,0.051
"Scala",-0.18,0.082
"Typescript",0.29,0.004
