"","coef","pVal"
"Intercept",-2.69,0
"log age",0.14,0
"log size",-0.01,0.545
"log devs",0.08,0.006
"log commits",1.02,0
"C",0.13,0.173
"C#",-0.11,0.319
"C++",0.24,0.016
"Clojure",-0.17,0.099
"Coffeescript",0.15,0.121
"Erlang",-0.05,0.638
"Go",0.19,0.05
"Haskell",-0.25,0.017
"Java",0.01,0.941
"Javascript",0.11,0.284
"Objective-C",-0.04,0.667
"Perl",-0.08,0.462
"Php",0.05,0.588
"Python",-0.04,0.657
"Ruby",-0.19,0.064
"Scala",-0.21,0.04
"Typescript",0.24,0.02
