"","coef","pVal"
"Intercept",-2.65,0
"log age",0.12,0
"log size",-0.03,0.021
"log devs",0.1,0.003
"log commits",1.07,0
"C",0.16,0.115
"C#",0.06,0.583
"C++",0.21,0.048
"Clojure",-0.33,0.003
"Coffeescript",0.11,0.31
"Erlang",0.13,0.233
"Go",-0.02,0.823
"Haskell",-0.22,0.056
"Java",-0.09,0.396
"Javascript",-0.05,0.65
"Objective-C",0.03,0.759
"Perl",0.01,0.942
"Php",-0.04,0.727
"Python",0.01,0.922
"Ruby",-0.01,0.945
"Scala",-0.16,0.135
"Typescript",0.2,0.068
