"","coef","pVal"
"Intercept",-2.3,0
"log age",0.05,0.002
"log size",-0.03,0.052
"log devs",0.16,0
"log commits",1.07,0
"C",0,0.982
"C#",0.02,0.812
"C++",0.22,0.024
"Clojure",-0.44,0
"Coffeescript",0.17,0.076
"Erlang",0.02,0.853
"Go",0.18,0.056
"Haskell",-0.09,0.346
"Java",-0.07,0.462
"Javascript",0,0.971
"Objective-C",-0.08,0.418
"Perl",-0.03,0.754
"Php",0.13,0.174
"Python",0.07,0.461
"Ruby",-0.16,0.116
"Scala",-0.18,0.066
"Typescript",0.24,0.012
