"","coef","pVal"
"Intercept",-2.8,0
"log age",0.12,0
"log size",-0.01,0.548
"log devs",0.09,0.008
"log commits",1.06,0
"C",0.17,0.087
"C#",0.09,0.395
"C++",0.08,0.455
"Clojure",-0.27,0.013
"Coffeescript",0.07,0.51
"Erlang",0.11,0.289
"Go",-0.03,0.781
"Haskell",-0.09,0.397
"Java",0.03,0.757
"Javascript",-0.07,0.48
"Objective-C",-0.01,0.899
"Perl",0.08,0.455
"Php",0.1,0.323
"Python",-0.02,0.831
"Ruby",-0.2,0.069
"Scala",-0.25,0.019
"Typescript",0.23,0.031
