"","coef","pVal"
"Intercept",-2.68,0
"log age",0.11,0
"log size",-0.02,0.147
"log devs",0.13,0.001
"log commits",1.06,0
"C",0.06,0.583
"C#",0.16,0.142
"C++",0.15,0.177
"Clojure",-0.38,0.001
"Coffeescript",0.14,0.203
"Erlang",0.19,0.079
"Go",0.13,0.257
"Haskell",-0.38,0.001
"Java",-0.36,0.002
"Javascript",0.01,0.943
"Objective-C",0.05,0.632
"Perl",0.14,0.208
"Php",0.18,0.094
"Python",0.01,0.952
"Ruby",0.01,0.964
"Scala",-0.28,0.011
"Typescript",0.19,0.088
