"","coef","pVal"
"Intercept",-2.32,0
"log age",0.1,0
"log size",-0.05,0
"log devs",0.14,0
"log commits",1.07,0
"C",0.19,0.051
"C#",-0.21,0.043
"C++",0.2,0.043
"Clojure",-0.18,0.077
"Coffeescript",0.1,0.326
"Erlang",0.13,0.198
"Go",0.14,0.147
"Haskell",-0.23,0.02
"Java",-0.24,0.022
"Javascript",0.04,0.673
"Objective-C",-0.12,0.23
"Perl",0.12,0.211
"Php",0.07,0.497
"Python",-0.08,0.404
"Ruby",-0.31,0.004
"Scala",0.06,0.557
"Typescript",0.34,0
