"","coef","pVal"
"Intercept",-2.54,0
"log age",0.08,0
"log size",0,0.744
"log devs",0.13,0
"log commits",1.04,0
"C",0.1,0.288
"C#",-0.09,0.393
"C++",-0.13,0.188
"Clojure",-0.26,0.012
"Coffeescript",0.2,0.044
"Erlang",0.17,0.083
"Go",0.03,0.776
"Haskell",-0.26,0.012
"Java",-0.11,0.294
"Javascript",-0.08,0.477
"Objective-C",0.04,0.726
"Perl",-0.1,0.302
"Php",-0.01,0.929
"Python",0.08,0.399
"Ruby",0.04,0.67
"Scala",0.02,0.855
"Typescript",0.35,0.001
