"","coef"
"Intercept",-2.58
"log age",0.15
"log size",-0.03
"log devs",0.15
"log commits",1.03
"C",0.23
"C++",0.01
"Clojure",-0.34
"Coffeescript",0.27
"Erlang",0.01
"Go",0.14
"Haskell",-0.15
"Java",-0.08
"Javascript",-0.03
"Objective-C",-0.04
"Perl",0.14
"Php",0.24
"Python",0.08
"Ruby",-0.33
"Scala",-0.19
"Typescript",0.03
