"","coef","pVal"
"Intercept",-2.38,0
"log age",0.08,0
"log size",-0.03,0.082
"log devs",0.14,0
"log commits",1.04,0
"C",0.19,0.064
"C#",-0.05,0.606
"C++",-0.08,0.488
"Clojure",-0.06,0.545
"Coffeescript",0.09,0.417
"Erlang",0.08,0.473
"Go",0.14,0.162
"Haskell",-0.37,0.001
"Java",-0.01,0.961
"Javascript",0.01,0.94
"Objective-C",0.03,0.774
"Perl",0.13,0.199
"Php",-0.06,0.564
"Python",0,0.994
"Ruby",-0.18,0.113
"Scala",-0.05,0.653
"Typescript",0.18,0.085
