"","coef","pVal"
"Intercept",-2.56,0
"log age",0.1,0
"log size",0,0.991
"log devs",0.13,0
"log commits",1.01,0
"C",0.23,0.023
"C#",-0.02,0.822
"C++",-0.03,0.767
"Clojure",-0.05,0.653
"Coffeescript",0.22,0.032
"Erlang",0.13,0.198
"Go",0.05,0.656
"Haskell",-0.21,0.051
"Java",-0.12,0.24
"Javascript",0.05,0.653
"Objective-C",-0.22,0.044
"Perl",0.02,0.831
"Php",0.07,0.513
"Python",0.03,0.777
"Ruby",-0.27,0.015
"Scala",-0.07,0.513
"Typescript",0.2,0.061
