"","coef"
"Intercept",-2.3
"log age",0.14
"log size",-0.05
"log devs",0.26
"log commits",0.99
"C",0.01
"C++",-0.07
"Clojure",-0.15
"Coffeescript",0.33
"Erlang",-0.2
"Go",0
"Haskell",-0.19
"Java",-0.01
"Javascript",0.18
"Objective-C",0.07
"Perl",-0.05
"Php",0.15
"Python",0.14
"Ruby",-0.14
"Scala",-0.09
"Typescript",0.03
