"","coef","pVal"
"Intercept",-2.7,0
"log age",0.12,0
"log size",-0.02,0.066
"log devs",0.07,0.013
"log commits",1.09,0
"C",0.13,0.147
"C#",-0.22,0.028
"C++",-0.04,0.658
"Clojure",-0.17,0.082
"Coffeescript",0.17,0.073
"Erlang",0.27,0.005
"Go",0.15,0.101
"Haskell",-0.3,0.002
"Java",0.05,0.612
"Javascript",-0.03,0.73
"Objective-C",0.01,0.946
"Perl",-0.09,0.339
"Php",-0.03,0.779
"Python",0.04,0.635
"Ruby",-0.07,0.481
"Scala",-0.07,0.421
"Typescript",0.2,0.055
