"","coef","pVal"
"Intercept",-2.28,0
"log age",0.08,0
"log size",-0.03,0.067
"log devs",0.13,0
"log commits",1.03,0
"C",0.23,0.024
"C#",-0.11,0.316
"C++",0.14,0.157
"Clojure",-0.29,0.007
"Coffeescript",0.02,0.861
"Erlang",0.05,0.607
"Go",0.22,0.032
"Haskell",-0.31,0.004
"Java",-0.05,0.621
"Javascript",-0.04,0.67
"Objective-C",0.04,0.712
"Perl",-0.15,0.175
"Php",0.26,0.01
"Python",0.07,0.502
"Ruby",-0.19,0.091
"Scala",-0.11,0.312
"Typescript",0.22,0.046
