"","coef"
"Intercept",-2.36
"log age",0.14
"log size",-0.04
"log devs",0.24
"log commits",1.01
"C",0.09
"C++",0.11
"Clojure",-0.03
"Coffeescript",-0.02
"Erlang",0.17
"Go",0.16
"Haskell",-0.1
"Java",0.05
"Javascript",-0.22
"Objective-C",0.14
"Perl",-0.12
"Php",0.26
"Python",-0.13
"Ruby",-0.26
"Scala",-0.16
"Typescript",0.07
