"","coef","pVal"
"Intercept",-2.53,0
"log age",0.14,0
"log size",-0.03,0.023
"log devs",0.08,0.018
"log commits",1.06,0
"C",0.32,0.002
"C#",0.06,0.554
"C++",0.22,0.02
"Clojure",-0.35,0.001
"Coffeescript",-0.01,0.9
"Erlang",-0.08,0.494
"Go",0.15,0.118
"Haskell",-0.46,0
"Java",0.12,0.218
"Javascript",-0.19,0.152
"Objective-C",0.21,0.044
"Perl",-0.03,0.754
"Php",0.13,0.235
"Python",-0.1,0.318
"Ruby",0.1,0.359
"Scala",-0.2,0.051
"Typescript",0.1,0.364
