"","coef"
"Intercept",-2.35
"log age",0.07
"log size",0
"log devs",0.07
"log commits",1.03
"C",0.24
"C++",0.23
"Clojure",-0.44
"Coffeescript",-0.01
"Erlang",0.24
"Go",0.27
"Haskell",-0.27
"Java",-0.25
"Javascript",-0.07
"Objective-C",0.17
"Perl",0.1
"Php",0.26
"Python",0.18
"Ruby",-0.21
"Scala",-0.18
"Typescript",-0.25
