"","coef"
"Intercept",-2.57
"log age",0.08
"log size",0.01
"log devs",0.04
"log commits",1.05
"C",0.2
"C++",-0.05
"Clojure",-0.32
"Coffeescript",-0.11
"Erlang",0.17
"Go",0.16
"Haskell",-0.04
"Java",0.14
"Javascript",0.07
"Objective-C",-0.02
"Perl",0.04
"Php",0.16
"Python",0.2
"Ruby",-0.04
"Scala",-0.09
"Typescript",-0.46
