"","coef"
"Intercept",-2.51
"log age",0.1
"log size",-0.01
"log devs",0.09
"log commits",1.04
"C",0.07
"C++",0.27
"Clojure",-0.52
"Coffeescript",0.09
"Erlang",0.1
"Go",0.14
"Haskell",-0.24
"Java",0.09
"Javascript",0.07
"Objective-C",0.04
"Perl",0.17
"Php",0.18
"Python",0.26
"Ruby",-0.13
"Scala",-0.2
"Typescript",-0.41
