"","coef"
"Intercept",-2.6
"log age",0.09
"log size",0.03
"log devs",0.07
"log commits",1
"C",0.22
"C++",0.14
"Clojure",-0.34
"Coffeescript",-0.11
"Erlang",0.18
"Go",0.24
"Haskell",-0.19
"Java",-0.01
"Javascript",0.03
"Objective-C",0.08
"Perl",0.05
"Php",0.05
"Python",0.11
"Ruby",-0.04
"Scala",-0.09
"Typescript",-0.3
