"","coef"
"Intercept",-2.58
"log age",0.12
"log size",-0.01
"log devs",0.09
"log commits",1.03
"C",0.24
"C++",0.23
"Clojure",-0.33
"Coffeescript",0.16
"Erlang",0.21
"Go",0.24
"Haskell",-0.26
"Java",-0.16
"Javascript",0.14
"Objective-C",0.13
"Perl",0.13
"Php",0.18
"Python",-0.12
"Ruby",-0.19
"Scala",-0.29
"Typescript",-0.29
