"","coef"
"Intercept",-2.33
"log age",0.06
"log size",0
"log devs",0.12
"log commits",1.03
"C",0.24
"C++",0.22
"Clojure",-0.26
"Coffeescript",0.09
"Erlang",0.09
"Go",0.31
"Haskell",-0.22
"Java",-0.23
"Javascript",-0.27
"Objective-C",-0.06
"Perl",0.11
"Php",0.29
"Python",0.18
"Ruby",-0.07
"Scala",-0.07
"Typescript",-0.34
