"","coef"
"Intercept",-2.56
"log age",0.1
"log size",0.01
"log devs",0.09
"log commits",1.01
"C",0.17
"C++",0.34
"Clojure",-0.33
"Coffeescript",-0.02
"Erlang",0.24
"Go",0.15
"Haskell",-0.13
"Java",-0.17
"Javascript",-0.07
"Objective-C",0.16
"Perl",0.06
"Php",0.2
"Python",0.06
"Ruby",-0.07
"Scala",-0.21
"Typescript",-0.37
