"","coef"
"Intercept",-2.72
"log age",0.15
"log size",-0.02
"log devs",0.07
"log commits",1.05
"C",0
"C++",0.11
"Clojure",-0.29
"Coffeescript",0.1
"Erlang",-0.06
"Go",0.22
"Haskell",-0.18
"Java",-0.11
"Javascript",0.03
"Objective-C",0.12
"Perl",0.12
"Php",0.01
"Python",0.11
"Ruby",0.05
"Scala",-0.07
"Typescript",-0.16
